pi,amnt,payment,merch
4,21.34,1,5
4,35.42,1,1
4,33.62,1,2
3,43,1,6
4,112.54,1,3
1,59,1,4
1,13,1,9
4,25.67,1,4
4,125.17,1,1
4,27.31,1,1
NA,20,0,NA
NA,5,0,NA
4,15,1,2
4,28.47,1,4
3,300,1,4
3,10,1,4
3,19.7,1,5
4,29.36,1,5
3,88.06,1,1
3,13.91,1,5
3,45,1,1
3,129.1,1,3
3,50,1,4
NA,2,0,NA
11,0.15,1,15
NA,20,0,NA
4,801,1,5
3,16,1,4
1,70,1,3
3,32.99,1,1
3,49.25,1,2
3,21,1,4
4,5,1,6
4,9.3,1,4
4,13.33,1,1
4,8.76,1,4
1,10,1,2
6,18.57,1,5
3,54.98,1,1
3,39.97,1,5
3,41.5,1,3
NA,150,0,NA
3,12.06,1,4
3,30,1,2
6,10,1,6
4,58.5,1,5
1,78,1,6
1,0.5,1,4
1,6,1,4
3,55.42,1,5
3,138.74,1,1
3,46.75,1,1
1,3.32,1,18
13,2.55,1,21
4,15.48,1,4
4,18.35,1,5
4,30,1,1
4,8.76,1,4
4,200,1,1
1,20,1,4
3,77,1,1
1,10,1,4
10,90.37,1,5
3,20,1,3
4,85.28,1,5
3,35,1,9
0,57.25,1,5
3,50.74,1,1
3,5.39,1,4
1,1.7,1,5
4,75.39,1,1
3,44.26,1,1
4,18.17,1,1
1,15,1,5
1,30,1,7
4,25.06,1,5
1,19,1,4
4,3.26,1,4
NA,10,0,NA
NA,1000,0,NA
NA,2200,0,NA
3,46.9,1,2
5,47.89,1,2
1,23.99,1,5
3,80.16,1,3
4,32.28,1,1
3,2.98,1,1
3,7.33,1,5
4,15.55,1,3
7,1118.15,1,15
4,49,1,2
1,20,1,16
1,5,1,3
4,45,1,5
1,13,1,9
4,60,1,2
1,200,1,16
1,200,1,7
1,17,1,3
3,40,1,5
3,14.97,1,5
4,2.75,1,21
2,25,1,16
3,80,1,5
3,175,1,1
4,6.41,1,5
4,47.46,1,1
3,56,1,5
1,77.34,1,1
3,23.31,1,5
3,125.79,1,5
7,650,1,15
4,23.56,1,1
3,15.67,1,5
NA,10,0,NA
4,44.63,1,3
3,91.62,1,3
NA,200,0,NA
NA,20,0,NA
3,36.89,1,1
3,112.8,1,5
5,70.21,1,2
6,30.3,1,5
4,99.2,1,1
3,18.41,1,1
4,118.97,1,5
3,146.24,1,7
3,85.84,1,5
4,9.37,1,2
4,23.67,1,5
3,81.02,1,1
4,21.65,1,5
3,85.12,1,3
3,110.59,1,1
NA,500,0,NA
6,100,1,15
3,19.49,1,1
3,61.02,1,2
4,20,1,2
NA,500,0,NA
6,100,1,15
1,24,1,4
3,31.49,1,5
4,34.8,1,2
4,2.58,1,1
3,188,1,5
6,13.15,1,8
4,134.45,1,1
1,3,1,1
3,39.74,1,2
3,27.45,1,3
4,54.97,1,3
4,20.85,1,6
1,2,1,2
4,4.42,1,4
1,58,1,3
1,120,1,16
3,20,1,1
6,69,1,1
2,118.03,1,15
3,16.95,1,9
3,5,1,5
1,11,1,5
3,27.55,1,1
6,110.93,1,18
4,80.27,1,5
6,29,1,4
3,17.87,1,4
3,24.9,1,5
3,2.49,1,1
11,2000,1,15
4,7.47,1,4
3,43.6,1,5
3,8.36,1,6
3,14,1,4
4,14.35,1,1
6,2500,1,20
3,15.46,1,1
4,14.98,1,2
4,216,1,1
3,4.04,1,1
3,100,1,18
4,11,1,5
1,2.49,1,1
4,371.43,1,5
3,2.34,1,1
4,41.24,1,5
1,37.85,1,3
4,37.39,1,3
4,62,1,18
3,30.48,1,1
3,100.5,1,5
4,32,1,4
1,7,1,2
1,56.67,1,1
1,10,1,17
1,20,1,2
5,37,1,1
4,30,1,5
NA,60,1,3
3,3.25,1,5
1,5,1,2
3,10,1,1
1,100,1,16
1,15,1,7
3,85,1,5
1,20,1,1
1,12.59,1,1
1,1.35,1,4
3,289,1,5
6,20,1,16
4,5.43,1,4
NA,5,0,NA
5,19.49,1,4
3,108.13,1,1
0,123.54,1,5
3,61.25,1,1
4,3.95,1,1
4,6.93,1,2
4,29.32,1,3
3,91,1,5
4,33.01,1,1
1,11,1,5
NA,30,0,NA
3,192.17,1,5
1,18.38,1,4
4,47.05,1,2
NA,30,0,NA
1,5.97,1,1
6,43.79,1,5
3,153,1,5
1,6.5,1,5
1,15,1,1
3,37.66,1,2
3,43,1,6
5,279,1,1
3,108,1,1
3,7,1,21
3,23.64,1,3
4,10.2,1,2
4,11,1,4
4,42.61,1,5
3,20.44,1,3
1,10,1,1
7,975,1,15
10,25,1,17
3,39.72,1,5
3,50.91,1,3
1,20,1,16
3,112.62,1,1
6,152.68,1,18
3,7.79,1,1
3,10.51,1,4
1,34,1,4
2,83.42,1,5
NA,5,0,NA
3,9.99,1,1
1,35.4,1,1
3,89.54,1,1
7,98,1,8
NA,5,0,NA
4,41.55,1,18
3,24.86,1,4
3,47.73,1,2
4,2.79,1,1
4,15.23,1,3
3,30.59,1,1
4,84.86,1,1
3,5.3,1,2
4,17.68,1,3
1,12,1,4
3,23.95,1,1
4,8.63,1,1
5,3.99,1,5
1,5,1,2
4,24.95,1,5
3,53,1,7
4,25,1,2
1,6,1,7
3,22.38,1,4
4,37.83,1,3
1,96,1,5
4,46.01,1,3
1,82,1,3
3,12,1,7
3,40,1,5
4,67.24,1,3
3,7,1,6
3,13.62,1,4
6,15.09,1,5
3,12.99,1,18
3,24.99,1,4
3,129.99,1,1
3,2.09,1,2
3,59,1,3
6,20,1,16
1,2.65,1,1
3,25.67,1,3
3,32.99,1,3
3,33.77,1,3
1,1,1,17
1,140,1,7
3,29.55,1,4
3,20.84,1,4
3,18.29,1,1
3,64.91,1,5
3,35.62,1,1
4,37.12,1,5
4,33.96,1,2
3,130,1,3
4,20.02,1,2
1,50,1,4
1,13,1,4
4,22,1,5
3,6,1,2
4,30,1,16
1,45,1,5
2,10,1,16
3,54,1,5
5,17.23,1,5
3,9,1,3
4,38.69,1,4
1,35,1,3
3,60,1,7
3,14.75,1,4
3,34,1,1
3,28,1,3
1,200,1,17
3,15,1,18
4,23.34,1,3
4,68,1,2
4,42.42,1,2
3,13.99,1,3
11,200,1,16
3,42.85,1,1
7,1816,1,15
4,15,1,4
3,6.06,1,5
NA,16,0,NA
1,41,1,2
4,90,1,5
3,16.99,1,3
4,15.42,1,1
NA,20,0,NA
3,85.78,1,3
3,96,1,5
3,77.63,1,1
3,2.51,1,2
6,200,1,17
3,8.25,1,4
3,25,1,3
4,500,1,16
3,108.24,1,5
1,12,1,1
1,86,1,1
7,1500,1,15
4,58.51,1,1
1,5,1,3
4,215,1,10
4,25,1,15
7,39.97,1,15
1,42,1,3
3,356,1,1
3,253,1,5
NA,20,0,NA
3,12.91,1,9
3,5.7,1,1
6,49.24,1,5
6,20,1,3
3,63,1,4
3,24.21,1,3
1,5,1,16
1,20,1,6
6,40,1,16
NA,35,0,NA
2,55.1,1,15
4,100,1,1
4,3,1,1
1,200,1,14
4,10,1,4
5,21.07,1,4
3,74.78,1,1
4,50,1,2
4,200,1,1
4,300,1,1
4,20,1,5
5,99,1,5
4,43,1,2
1,76,1,2
1,19,1,4
2,2000,1,16
2,120,1,6
0,236,1,5
4,80,1,1
4,55,1,1
4,70,1,2
4,120.74,1,1
3,21.39,1,5
3,40.44,1,5
3,40,1,7
3,15.89,1,5
11,100,1,16
7,10,1,18
1,4,1,1
3,74.95,1,12
3,11,1,1
1,5,1,16
4,105.31,1,5
4,8.59,1,1
NA,45,0,NA
1,66,1,2
4,100,1,1
4,75,1,5
4,27.43,1,5
1,1,1,4
3,3.27,1,7
1,5.16,1,1
4,6.98,1,2
NA,0,0,NA
NA,0,0,NA
4,30,1,4
1,2,1,2
2,50,1,17
2,100,1,17
NA,1,0,NA
4,17.64,1,1
5,6.5,1,4
7,735,1,15
7,707,1,15
7,1638.08,1,15
3,70,1,7
11,60,1,15
7,14.98,1,10
1,2,1,2
NA,60,0,NA
4,105.54,1,5
3,54.02,1,2
NA,2000,0,NA
3,11,1,7
3,1.38,1,2
5,16.25,1,3
1,20,1,17
1,20,1,17
4,132,1,2
0,36,1,3
3,53.25,1,5
1,60,1,1
4,157.4,1,1
4,2.95,1,5
1,9.85,1,4
1,400,1,15
NA,30,0,NA
1,16.49,1,1
NA,300,0,NA
1,15,1,3
5,31.94,1,1
5,31.94,1,1
4,40.36,1,2
NA,3200,0,NA
1,10,1,17
3,3.68,1,4
1,9.42,1,4
4,12.53,1,1
7,1277.16,1,15
3,54.54,1,2
3,32,1,5
2,125,1,17
4,85,1,21
3,16.48,1,5
1,20,1,4
6,108,1,8
4,8,1,4
1,100,1,17
NA,26,0,NA
3,29.93,1,3
2,25,1,17
1,100,1,16
13,2.36,1,4
4,54,1,1
3,250,1,1
3,12.5,1,7
4,15,1,4
NA,60,0,NA
11,150,1,16
3,167,1,18
3,4.22,1,5
6,62,1,16
2,10,1,17
1,5,1,17
4,154.4,1,19
4,112.36,1,1
3,11,1,4
1,20,1,17
4,6,1,1
3,85.32,1,4
4,20.99,1,2
3,54.51,1,1
2,50,1,16
1,150,1,17
3,87.7,1,1
3,28.4,1,2
1,17,1,5
3,12.92,1,4
3,7.5,1,21
5,5.39,1,4
3,161.26,1,5
3,54.23,1,5
3,72.98,1,1
1,19.75,1,3
1,6,1,16
3,221,1,5
3,44.69,1,5
5,98.35,1,1
4,15.38,1,1
3,9.58,1,5
1,10,1,6
6,50,1,15
10,12,1,16
1,60,1,2
4,16.2,1,5
4,27,1,4
3,6,1,7
3,42.21,1,1
6,20,1,16
6,1,1,16
1,3.31,1,5
4,21.16,1,1
1,2,1,17
5,100,1,1
4,12.83,1,1
4,9.58,1,1
3,26.06,1,1
3,13,1,4
3,23.6,1,4
3,10.87,1,5
3,75.25,1,5
4,30,1,3
4,17.5,1,1
3,350,1,1
3,32,1,2
3,15.64,1,1
1,7.55,1,5
3,7.72,1,4
4,6.13,1,1
4,10,1,6
3,75,1,1
NA,1,0,NA
4,38.78,1,2
3,80.03,1,5
4,56.4,1,1
3,29.24,1,5
3,388.23,1,5
3,55.08,1,2
3,36.93,1,5
1,60,1,2
1,6,1,1
1,4,1,1
3,7,1,4
1,24,1,4
3,55.95,1,3
3,26.5,1,13
3,12.96,1,3
4,28.33,1,1
4,69.77,1,4
4,35.66,1,5
3,16,1,4
6,15,1,16
3,69.02,1,3
6,102,1,16
1,20,1,5
1,25,1,17
4,20.51,1,1
3,54.54,1,5
3,19.5,1,1
3,41.42,1,1
3,14.55,1,1
4,131.45,1,5
1,1.09,1,4
3,6.33,1,5
3,112.62,1,5
3,44.42,1,2
3,8.38,1,4
13,54.49,1,2
4,801,1,5
6,1362,1,16
4,165,1,1
4,40.9,1,2
4,68.65,1,1
1,6.51,1,4
3,73.82,1,5
3,94.52,1,5
4,66.12,1,2
4,175.01,1,1
3,18.94,1,1
3,33.04,1,1
4,15,1,16
3,1.58,1,5
4,93.18,1,1
3,71.46,1,2
NA,20,0,NA
3,209.8,1,12
4,20,1,16
3,42.99,1,2
3,92.3,1,5
4,10,1,6
4,22.12,1,1
3,119.75,1,5
2,65,1,17
3,42.67,1,2
4,62,1,13
4,10,1,4
3,45,1,16
3,39.5,1,2
NA,40,0,NA
3,54,1,3
3,41.58,1,2
1,18.5,1,1
1,300,1,14
3,29.19,1,5
1,30,1,4
4,120,1,5
4,29.79,1,4
3,92.1,1,5
3,189.17,1,1
1,5,1,16
3,131.61,1,5
3,30,1,4
1,2,1,17
1,20,1,3
3,30,1,2
1,5,1,17
4,141.19,1,10
3,32.66,1,1
10,600,1,16
4,87.6,1,5
NA,194.76,0,NA
4,132,1,5
4,266.42,1,1
NA,40,0,NA
3,96.95,1,5
1,19,1,4
3,12.44,1,4
4,25.07,1,3
4,39.34,1,3
3,44.87,1,1
4,45.78,1,2
NA,120,0,NA
3,44.67,1,5
3,55.64,1,5
1,9.53,1,4
3,24,1,5
4,69.74,1,3
3,157.32,1,1
3,39,1,2
1,20,1,1
1,18,1,1
4,39.78,1,2
1,47,1,1
3,149.04,1,1
1,10.85,1,4
1,60,1,16
3,174.08,1,10
6,642.54,1,15
3,7.99,1,5
3,7,1,12
4,9.99,1,5
3,425,1,5
1,58,1,7
11,30,1,16
3,42.3,1,1
4,32,1,1
3,50.57,1,5
3,160.12,1,1
5,6.6,1,5
3,107.55,1,1
3,51.22,1,5
1,1.8,1,1
3,29,1,1
3,41.18,1,5
4,12.19,1,1
NA,20,0,NA
3,5.11,1,5
4,21.35,1,4
3,74.36,1,1
3,12.83,1,5
4,19,1,2
3,31.5,1,7
3,38.04,1,1
1,5,1,7
NA,10,0,NA
2,300,1,17
1,5,1,1
4,56.89,1,1
3,101.39,1,5
4,30.05,1,1
4,40.39,1,5
6,330,1,7
6,140,1,16
3,27,1,1
1,1.5,1,4
4,28.57,1,1
4,7.77,1,1
1,2,1,1
4,168,1,10
1,35,1,6
1,0.75,1,4
0,45,1,16
4,30,1,5
1,60,1,7
4,189.69,1,5
4,47.98,1,1
4,79.99,1,5
4,17,1,4
4,220,1,1
1,15,1,4
3,56,1,4
3,18.05,1,1
3,101.52,1,18
NA,130,0,NA
3,70.06,1,3
7,157.8,1,10
4,45.15,1,1
1,70,1,2
10,10,1,7
4,15.27,1,1
NA,100,0,NA
3,53.76,1,5
3,18.62,1,1
3,8.45,1,1
4,10.25,1,1
4,34.64,1,5
NA,30,0,NA
3,16.41,1,7
3,7.5,1,1
3,30.21,1,2
4,16.95,1,1
3,38.42,1,2
1,2,1,1
3,41.1,1,1
3,53.86,1,1
4,1033,1,19
1,4.25,1,5
1,80,1,3
4,0.2,1,5
1,30,1,2
3,365,1,13
1,31,1,4
1,1.5,1,7
4,18.99,1,1
1,52,1,1
1,23,1,16
4,40.02,1,2
4,41,1,2
3,7,1,21
3,1713,1,20
2,200,1,15
4,10,1,6
NA,10,0,NA
4,10,1,6
1,35.65,1,1
4,19.16,1,1
4,19.16,1,1
4,1.71,1,1
3,15.28,1,1
1,7.5,1,4
1,5.03,1,4
3,45.24,1,1
4,10,1,1
1,8.09,1,5
3,140.23,1,1
NA,7,0,NA
3,44.36,1,4
4,40.87,1,4
4,10,1,1
1,78,1,3
4,15,1,1
3,128.37,1,1
3,22.25,1,2
10,902,1,14
10,102,1,10
1,27,1,3
3,118,1,5
7,144.7,1,15
4,20,1,2
3,71.07,1,5
4,93.73,1,1
1,12.24,1,5
3,31.35,1,9
1,40,1,2
1,40,1,6
4,156.15,1,4
3,30,1,1
5,1.69,1,4
NA,20,0,NA
1,3.24,1,5
3,8,1,1
3,31.79,1,5
4,30.72,1,1
3,35.31,1,2
4,62.27,1,1
4,8.7,1,1
3,32.27,1,5
3,21.14,1,1
4,18,1,4
4,77.26,1,5
3,33.44,1,1
3,18.54,1,1
4,47.5,1,5
3,2.52,1,1
1,20,1,16
3,72,1,5
3,216.25,1,5
1,8.65,1,5
0,132.36,1,1
3,53,1,3
3,51,1,2
3,22.99,1,3
1,3.5,1,6
3,26,1,2
3,120,1,1
3,8.04,1,4
10,25,1,16
4,170.81,1,1
3,110,1,3
3,31.11,1,5
4,19.63,1,4
1,15.88,1,4
4,60.07,1,4
4,17,1,2
NA,6.6,0,NA
1,10,1,7
4,14.26,1,1
3,4.28,1,4
1,3.06,1,4
4,16,1,4
1,5.36,1,1
3,135,1,13
4,27.08,1,4
1,5,1,17
3,15.05,1,4
4,34.62,1,5
3,18.18,1,4
4,5.58,1,4
NA,523,0,NA
1,43,1,2
7,69.49,1,10
1,5,1,2
NA,0,0,NA
4,30,1,1
1,25,1,3
4,10,1,1
3,16,1,21
3,231.98,1,1
1,30,1,17
3,87,1,3
1,35,1,4
4,6.29,1,7
4,60,1,3
4,16.27,1,4
1,20,1,16
1,14,1,3
3,16,1,1
3,125,1,3
3,61.36,1,5
4,29.36,1,5
1,8.54,1,4
3,95.99,1,5
3,8.4,1,21
3,76,1,5
3,16.32,1,4
4,15.66,1,4
3,62.45,1,3
4,117.9,1,5
5,415.9,1,8
3,9.52,1,4
10,1750,1,14
3,72,1,5
3,96.31,1,1
4,75.52,1,5
1,20,1,16
5,20,1,21
5,4.6,1,21
7,16.18,1,5
1,40,1,3
3,696,1,5
1,43,1,2
1,2,1,7
1,20,1,17
6,50,1,6
3,24.25,1,3
4,55.67,1,1
4,5.99,1,10
13,10,1,7
4,16.73,1,10
4,67.37,1,12
1,527.14,1,14
4,10.19,1,1
4,2.53,1,1
4,14.79,1,4
4,69.44,1,13
3,129.8,1,7
3,35,1,2
1,3.6,1,4
3,60.71,1,5
4,40.21,1,1
5,210,1,5
4,120,1,1
1,80,1,1
1,5,1,16
1,14,1,1
4,150,1,1
14,2338.35,1,15
7,443.58,1,15
7,25,1,17
14,550,1,15
14,170,1,19
3,138,1,1
7,317,1,10
7,519.6,1,15
7,51.97,1,15
7,977.17,1,15
7,272.14,1,8
7,801.13,1,5
7,42.96,1,10
7,6.99,1,5
4,74.53,1,1
4,6.2,1,1
4,86.11,1,1
13,25,1,17
6,109.24,1,10
7,5847.97,1,15
7,255.38,1,15
7,7.99,1,7
1,15,1,16
2,31.68,1,8
6,18.87,1,15
7,150,1,16
4,3,1,1
1,2,1,2
3,27,1,4
14,538,1,15
1,3.37,1,5
4,160,1,1
4,94,1,5
6,5.14,1,15
6,6.74,1,15
4,9.99,1,5
6,1900,1,14
6,286,1,15
4,28.52,1,2
4,377.26,1,1
6,25,1,6
5,50,1,2
3,30,1,16
4,41.5,1,10
1,20,1,1
3,25,1,15
3,35.06,1,1
1,60,1,2
11,567,1,15
11,301,1,15
11,8.02,1,15
6,66.39,1,8
3,10,1,2
7,106.18,1,5
7,83.3,1,5
4,128,1,1
6,196,1,15
4,60,1,3
14,15,1,5
6,6,1,5
4,196,1,5
6,100,1,15
3,100,1,1
4,230,1,8
4,160,1,1
4,10,1,1
1,34,1,3
7,190,1,10
3,361.5,1,9
3,1909.67,1,9
3,909,1,9
4,10.49,1,4
1,40,1,2
6,5.04,1,10
1,2,1,1
1,4,1,21
1,7.55,1,2
4,80.33,1,16
4,19.85,1,3
3,256.94,1,5
6,16.54,1,7
4,9,1,4
4,10.18,1,4
3,234.71,1,10
3,121.38,1,10
3,17.54,1,1
6,333,1,16
4,10,1,4
3,10.27,1,4
5,1.25,1,1
4,12,1,4
3,18.01,1,5
4,25.01,1,2
3,2.5,1,4
1,30,1,2
3,54,1,2
1,4,1,2
7,89,1,8
7,26.86,1,15
4,30.31,1,1
7,74.99,1,10
4,75,1,15
4,115,1,15
6,308,1,16
7,4016,1,15
4,10,1,4
1,3,1,4
1,30,1,2
6,4950,1,15
1,30.47,1,5
4,218.06,1,10
2,1184,1,14
5,16.05,1,5
3,28.68,1,5
7,39.31,1,19
7,298.3,1,10
7,179.14,1,8
7,95,1,15
3,20.26,1,1
4,25,1,2
6,2,1,16
3,30.29,1,2
4,4.02,1,4
4,180,1,15
4,32.08,1,5
3,15.34,1,1
4,30,1,6
3,5.25,1,4
6,83.22,1,15
3,33,1,2
7,1500,1,15
3,149.7,1,12
6,2385.18,1,15
6,200,1,15
6,110,1,8
11,1207.15,1,15
4,9.16,1,1
2,27,1,19
3,20.11,1,2
13,5.45,1,4
NA,400,0,NA
NA,1400,0,NA
NA,120,0,NA
1,22.64,1,2
4,31.37,1,1
2,23.54,1,18
1,10,1,2
3,226.09,1,9
NA,280,0,NA
7,250,1,20
1,1.37,1,5
3,5.31,1,1
4,9.46,1,5
4,42.64,1,2
4,9.5,1,4
4,13.36,1,2
3,61.21,1,1
3,206.81,1,12
2,100,1,17
3,55,1,2
1,10,1,16
2,135,1,1
1,100,1,7
3,150,1,5
6,1350,1,20
1,30,1,16
4,150,1,5
1,5,1,1
3,24.8,1,2
7,244.42,1,10
3,37.52,1,1
4,82.71,1,1
2,75,1,10
2,103,1,8
6,525,1,16
3,245.78,1,1
1,20,1,16
3,46.54,1,1
3,31.23,1,1
4,19.62,1,1
3,13.36,1,4
4,30,1,18
6,305.83,1,15
NA,3,0,NA
3,14.58,1,1
3,255,1,1
4,13,1,4
4,10,1,1
4,45.04,1,2
4,21,1,2
3,8.08,1,1
1,10,1,16
4,2.99,1,4
5,2.59,1,4
4,8.75,1,4
3,13.6,1,5
4,46.98,1,5
3,96.5,1,6
3,39.16,1,1
5,12.79,1,5
4,20.14,1,1
6,108.25,1,15
4,45,1,1
4,26.42,1,1
NA,10,0,NA
4,57,1,1
1,15,1,5
6,6,1,16
7,280,1,15
3,35,1,2
3,32.06,1,5
1,10,1,1
1,30,1,2
4,98,1,1
5,50,1,1
3,56,1,2
2,200,1,17
3,2.89,1,2
NA,100,0,NA
1,15.11,1,1
3,15,1,6
1,5.71,1,5
6,11.49,1,5
5,21.03,1,1
6,2119,1,15
1,10,1,4
3,59,1,3
4,29.12,1,1
1,10.89,1,4
3,108.33,1,18
NA,60,0,NA
1,38,1,2
3,31.62,1,5
4,38.3,1,2
4,6.32,1,5
3,9.95,1,1
7,148,1,8
4,10.59,1,5
3,7.16,1,4
4,5.51,1,5
NA,4500,0,NA
4,6.7,1,2
4,69.81,1,1
3,53.85,1,5
6,500,1,16
4,10.33,1,4
3,45,1,4
3,9.82,1,5
4,162.12,1,5
4,4.23,1,1
NA,60,0,NA
3,32.1,1,1
1,5,1,4
4,6.15,1,4
4,10.77,1,4
13,3.98,1,4
2,80,1,6
4,13,1,1
3,56.64,1,2
3,6.33,1,5
5,27.51,1,16
3,10.1,1,5
4,36.86,1,1
3,7.61,1,4
1,33,1,3
4,4.99,1,5
1,2.95,1,4
1,11,1,1
6,107,1,15
4,40,1,1
3,21.65,1,4
2,497.1,1,15
4,20,1,1
3,100.49,1,5
6,157.07,1,10
4,15,1,16
3,35,1,1
4,24.67,1,4
3,31,1,5
4,52,1,2
6,214.51,1,12
7,3520.79,1,15
1,9,1,2
3,17.5,1,5
3,19.82,1,5
3,275,1,11
10,70,1,16
1,5,1,16
3,8.82,1,5
5,9.49,1,1
1,22.52,1,12
NA,6,0,NA
4,15,1,1
4,23.13,1,1
4,29.69,1,5
1,100.54,1,1
4,27.88,1,1
1,2.16,1,12
1,57.2,1,1
1,10.25,1,4
1,2.25,1,4
3,6,1,4
4,10,1,4
1,10,1,2
4,23.64,1,4
1,11.66,1,4
6,250,1,15
1,30,1,2
1,5,1,6
4,40.68,1,5
1,20,1,6
4,6.15,1,4
4,13.59,1,3
3,66.34,1,2
3,206.5,1,1
3,7,1,4
4,7.35,1,4
6,55,1,15
10,6,1,16
3,300,1,1
4,47.35,1,2
1,2.13,1,1
4,43.11,1,1
4,28,1,5
3,25.66,1,3
NA,100,0,NA
7,665.63,1,15
3,150,1,17
3,24.53,1,4
4,13.81,1,4
1,4.93,1,4
4,35,1,3
3,75.94,1,2
1,10,1,4
1,8,1,1
2,500,1,15
4,55.54,1,1
3,7.65,1,1
3,7.48,1,4
3,36.79,1,1
4,42.82,1,2
6,480,1,11
4,4.33,1,4
3,60,1,18
3,193.75,1,5
3,7.98,1,5
4,21.72,1,5
3,110.01,1,18
5,7.36,1,5
3,17.6,1,2
1,6.32,1,2
4,4.49,1,5
1,16.14,1,5
4,13,1,6
3,5.12,1,1
1,10,1,2
4,15.68,1,1
NA,35,0,NA
4,32.04,1,4
3,31.86,1,5
2,162,1,8
2,100,1,18
2,125,1,18
13,20,1,8
1,5,1,1
4,10.19,1,4
4,34.68,1,19
3,20,1,5
1,4,1,16
4,75,1,2
13,12.23,1,15
3,93,1,18
1,14,1,1
1,20,1,1
3,8,1,4
3,32,1,1
4,20,1,5
3,30,1,7
3,179.98,1,5
NA,200,0,NA
4,4,1,1
1,38.5,1,2
1,12.07,1,4
4,42,1,1
3,161.37,1,5
1,3.21,1,2
1,20,1,6
3,85.75,1,2
1,12,1,5
NA,30,0,NA
10,5,1,16
1,6.5,1,4
NA,4500,0,NA
NA,35,0,NA
3,123.27,1,1
11,25,1,16
6,109.85,1,10
4,59,1,1
3,5.46,1,1
4,109.33,1,5
4,121.57,1,1
3,11.53,1,5
4,31.32,1,1
1,19.12,1,1
4,19.63,1,4
3,5.4,1,5
3,112.05,1,18
7,3.18,1,8
4,11.86,1,1
4,20,1,5
7,138.25,1,8
7,359,1,15
7,874,1,15
7,187,1,10
2,360,1,17
6,10,1,17
4,24.08,1,1
2,1350,1,14
7,100,1,15
1,14,1,2
3,34.49,1,2
3,215.63,1,1
6,33,1,15
7,655.85,1,15
3,6.27,1,1
1,20,1,1
1,50,1,16
1,100,1,17
4,28.33,1,5
0,286.08,1,5
3,19.07,1,5
4,15.99,1,1
3,105.28,1,1
4,15.99,1,1
3,52.98,1,1
4,5.77,1,11
1,7,1,4
4,125.64,1,5
4,125.64,1,5
4,640.86,1,5
2,585.2,1,16
4,45.32,1,5
4,1,1,1
4,1.1,1,1
1,1.5,1,4
NA,150,0,NA
1,23,1,4
3,8.01,1,2
4,74.2,1,1
4,30.98,1,5
1,40,1,3
1,15,1,1
4,19.77,1,1
4,9.06,1,1
4,22,1,17
4,18,1,2
3,120.88,1,1
1,20,1,1
3,25,1,1
4,45,1,2
4,13,1,3
1,52,1,16
1,2.54,1,1
1,10,1,2
3,8.24,1,1
4,85,1,5
7,4.25,1,6
3,167,1,12
4,39.59,1,5
NA,10,0,NA
3,48,1,5
3,1098.07,1,2
2,40,1,16
4,5.02,1,5
NA,30,0,NA
1,10,1,1
2,22.47,1,4
4,27.7,1,1
3,4.97,1,1
3,28,1,1
NA,60,0,NA
4,10.49,1,1
4,10,1,1
1,10,1,2
1,20,1,1
6,20,1,15
4,38.92,1,15
4,10,1,1
3,96.6,1,1
NA,150,0,NA
3,2.15,1,1
1,24,1,1
7,966,1,15
1,12,1,3
3,47.8,1,2
3,94.87,1,3
3,100,1,16
4,22.63,1,5
3,57,1,4
1,6,1,4
2,164.06,1,5
6,19.95,1,15
1,250,1,6
3,13,1,5
4,19.85,1,3
1,3.5,1,6
1,4,1,2
2,77.54,1,8
7,1201.75,1,15
4,56.79,1,5
1,4,1,2
4,26.93,1,4
7,500,1,15
1,2.02,1,4
4,24.59,1,5
4,24.88,1,3
4,8.16,1,4
3,61.42,1,1
3,22.89,1,4
4,8.82,1,1
4,32.79,1,4
6,124.2,1,10
2,500,1,16
10,10.5,1,16
1,117.26,1,5
3,37.55,1,1
4,3,1,7
3,4.97,1,1
6,126,1,14
4,110,1,15
4,30,1,1
1,3.5,1,6
4,40.4,1,2
1,20,1,20
1,20,1,3
2,61.5,1,15
6,100,1,20
4,18,1,4
4,16.78,1,4
3,64.66,1,3
1,5,1,7
1,5,1,1
3,44.06,1,5
NA,150,0,NA
5,12.97,1,1
3,35,1,9
4,75.81,1,10
4,10.5,1,4
4,4.24,1,5
4,4,1,17
4,95,1,7
4,10.1,1,1
1,11.46,1,1
4,15.64,1,1
10,45,1,16
1,6,1,7
4,38.27,1,3
1,4.21,1,4
6,33.28,1,16
4,62.45,1,2
3,80,1,5
5,2.5,1,21
4,85,1,1
1,48.64,1,1
3,8.54,1,4
4,26.82,1,1
4,29.19,1,3
3,12.95,1,1
3,11.48,1,1
1,5.52,1,4
3,100,1,12
4,29.32,1,4
NA,100,0,NA
5,19,1,1
3,82,1,13
1,6,1,2
4,10.38,1,1
1,15,1,3
4,10,1,5
10,10,1,16
7,207.67,1,8
6,110,1,15
7,1769.21,1,15
4,110,1,5
10,7.36,1,4
3,76,1,3
4,33.31,1,3
1,68,1,3
7,207.99,1,19
4,10.26,1,4
NA,50,0,NA
3,82.5,1,18
2,1124.23,1,7
2,600,1,15
3,938.15,1,15
7,499.93,1,15
3,25.39,1,2
3,29.37,1,2
3,16.84,1,4
3,11.5,1,9
4,37.61,1,7
NA,100,0,NA
1,25,1,1
3,7,1,21
4,23,1,4
4,25,1,4
1,4.05,1,1
7,300,1,15
